date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20250103,0,PM2.5,5,5,4,4,4,2,3,2,4,3,6,3,4,3,5,3,3,2,2,3,2,3,3,4,2,8,7,4,8,9,23,3,7,6,9
20250103,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250103,0,PM10,19,14,16,13,17,16,14,13,18,17,17,11,18,18,15,14,14,9,10,13,13,12,11,17,16,28,28,16,18,23,52,14,24,20,15
20250103,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250103,0,AQI,19,17,19,19,17,21,19,19,18,19,20,18,21,20,16,20,19,23,22,13,21,18,18,20,19,28,28,18,18,23,51,19,24,20,15
20250103,1,PM2.5,5,5,5,4,6,4,4,3,6,3,6,4,4,3,5,3,4,2,2,4,2,3,2,3,2,6,6,7,5,5,17,3,8,4,6
20250103,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250103,1,PM10,19,17,18,15,20,17,16,13,22,18,17,15,17,17,14,14,16,10,9,15,11,11,10,12,12,23,26,19,7,18,49,12,31,14,10
20250103,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250103,1,AQI,19,18,18,17,20,19,16,14,22,19,19,15,21,20,15,19,16,19,21,15,20,17,18,22,19,23,26,19,12,18,49,20,31,18,16
20250103,2,PM2.5,3,5,5,4,6,4,4,3,7,3,5,4,4,4,4,4,4,2,2,5,2,2,2,3,3,4,4,5,5,4,5,4,10,6,5
20250103,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250103,2,PM10,16,14,19,16,22,17,14,13,25,14,14,14,16,15,12,13,14,6,8,16,10,9,9,12,15,17,20,16,7,22,45,11,37,18,8
20250103,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250103,2,AQI,16,15,19,16,33,17,15,13,27,18,18,14,18,19,15,18,15,21,20,16,19,15,18,20,15,17,20,16,11,30,45,19,37,18,16
20250103,3,PM2.5,4,5,5,4,6,4,4,4,5,3,4,4,4,3,4,3,4,4,2,6,2,2,2,4,3,4,4,4,4,5,5,3,7,4,5
20250103,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250103,3,PM10,17,13,17,17,22,15,13,13,20,12,9,12,14,13,12,12,12,11,9,16,9,9,10,18,15,17,17,13,7,24,27,14,29,13,8
20250103,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250103,3,AQI,17,15,17,17,32,15,14,16,22,17,21,12,17,19,15,20,14,17,18,16,19,15,17,19,15,17,17,15,17,34,27,14,29,16,15
20250103,4,PM2.5,4,5,6,4,6,5,4,4,4,2,4,3,4,4,4,4,3,4,3,5,3,2,2,4,3,4,4,4,4,4,3,3,6,10,5
20250103,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250103,4,PM10,15,13,20,16,22,20,14,13,14,10,11,11,13,14,12,14,11,12,11,18,11,8,9,15,15,16,18,15,8,19,25,14,23,29,8
20250103,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250103,4,AQI,15,13,20,16,32,20,18,20,15,18,13,12,15,16,15,17,15,16,13,18,16,14,13,16,15,18,18,15,24,32,25,14,23,29,15
20250103,5,PM2.5,4,5,5,4,6,6,5,4,4,4,4,5,4,4,4,5,4,4,3,8,3,3,2,4,4,6,5,4,3,4,5,3,6,15,5
20250103,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250103,5,PM10,14,13,17,15,22,19,16,12,17,18,12,20,12,16,12,14,11,11,10,23,13,9,9,15,19,19,19,17,,18,23,10,27,41,9
20250103,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250103,5,AQI,14,14,17,15,32,34,24,21,18,18,15,34,17,16,15,17,15,14,16,26,15,10,10,15,21,26,19,17,23,36,23,16,27,41,14
20250103,6,PM2.5,4,5,5,3,5,4,5,4,6,4,6,5,4,4,6,5,4,,3,9,4,4,3,5,4,5,6,24,3,3,5,6,5,30,8
20250103,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250103,6,PM10,15,14,15,14,16,16,16,9,27,23,21,16,12,19,14,13,11,,10,25,13,13,9,16,19,18,27,63,4,16,18,15,21,64,14
20250103,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
