date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20250329,0,PM2.5,4,4,4,3,6,1,4,4,6,4,4,4,4,3,4,3,4,5,5,8,6,7,6,5,4,5,7,3,4,9,3,5,2,6,6
20250329,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250329,0,PM10,13,13,13,13,13,12,11,11,17,20,17,11,12,9,8,8,10,16,14,30,21,22,18,20,14,21,24,17,16,13,24,16,25,27,20
20250329,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250329,0,AQI,25,25,24,28,24,25,23,25,24,25,25,24,25,24,26,26,27,24,24,30,23,22,25,26,21,21,24,21,23,26,24,23,25,27,24
20250329,1,PM2.5,5,6,4,3,5,2,4,5,6,4,5,6,7,16,7,4,4,5,5,8,6,7,5,7,5,7,7,4,11,7,5,6,3,7,5
20250329,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250329,1,PM10,16,15,15,17,16,13,12,11,19,19,19,16,17,,13,10,10,14,14,31,21,22,17,27,17,20,27,21,23,14,7,17,34,34,17
20250329,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250329,1,AQI,25,25,24,27,24,25,22,24,23,25,24,21,19,23,24,26,27,24,22,31,23,22,24,27,18,20,27,21,23,24,16,21,34,34,24
20250329,2,PM2.5,4,4,3,3,5,2,4,4,6,5,4,5,6,6,6,4,4,5,4,7,6,7,5,6,5,7,5,4,11,4,5,5,2,6,5
20250329,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250329,2,PM10,14,14,14,15,15,12,11,10,20,21,18,15,17,15,12,13,12,14,12,27,17,25,17,20,20,20,20,24,21,15,7,15,19,31,18
20250329,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250329,2,AQI,25,25,24,27,23,25,22,24,20,24,24,21,22,18,23,26,26,21,23,27,24,25,23,20,20,20,21,24,21,21,16,21,21,31,23
20250329,3,PM2.5,4,4,3,3,5,2,3,4,6,5,4,5,5,5,5,4,4,6,4,8,6,6,5,6,6,9,4,4,10,3,8,5,2,7,5
20250329,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
